Points:0, Points:1, Points:2, scalars
0.47745E+01, 0.66980E+00, 0.12951E+00, 1
0.46848E+01, 0.60636E+00, -0.13508E+00, 1
0.55562E+01, 0.12482E+01, -0.17953E+00, 1
-0.26028E+01, 0.99256E+00, 0.38448E+00, 1
-0.26222E+01, -0.23308E+01, -0.28739E+00, 1
0.13499E+01, 0.33049E+01, 0.10808E+00, 1
0.19030E+01, 0.29334E+01, 0.79755E-02, 1
-0.14988E+01, 0.53719E+01, -0.42234E+00, 1
-0.18145E+01, 0.28666E+01, 0.45515E+00, 1
-0.24551E+01, -0.18809E+01, -0.58467E-01, 1
-0.18628E+01, 0.32193E+01, -0.27407E+00, 1
0.48277E+01, 0.17352E+01, 0.86411E-02, 1
-0.18051E+01, 0.41286E+01, 0.45578E+00, 1
0.28608E+01, 0.19669E+01, 0.18660E+00, 1
0.43025E+01, 0.16255E+01, -0.32001E+00, 1
-0.23600E+01, -0.10381E+01, 0.17451E+00, 1
-0.58569E-01, 0.42730E+01, 0.12731E+00, 1
-0.19910E+01, 0.36549E+00, -0.35777E+00, 1
-0.16954E+01, 0.13182E+01, 0.28976E+00, 1
0.93127E-01, 0.42595E+01, 0.10731E+00, 1
0.24190E+01, 0.29833E+01, 0.50151E+00, 1
0.13554E+01, 0.33760E+01, -0.42628E+00, 1
-0.42382E+00, 0.47413E+01, -0.32506E+00, 1
0.33013E+01, 0.18057E+01, 0.25615E+00, 1
-0.13307E+01, 0.51475E+01, -0.41229E+00, 1
-0.25385E+01, 0.18931E+01, 0.15826E+00, 1
0.18399E+01, 0.27206E+01, 0.34890E+00, 1
-0.30472E+01, -0.32195E+01, -0.26141E+00, 1
0.26526E+01, 0.19563E+01, -0.17489E-01, 1
-0.10960E+01, 0.51912E+01, 0.53446E+00, 1
0.33463E+01, 0.24404E+01, 0.24655E+00, 1
-0.17782E+01, 0.31970E+01, -0.19102E+00, 1
-0.30218E+01, -0.17076E+01, -0.10793E-02, 1
0.57754E+01, 0.61476E+00, 0.40223E+00, 1
-0.23804E+01, 0.22716E+01, -0.38561E+00, 1
