Points:0, Points:1, Points:2, scalars
0.15906E+04, -0.38891E+02, -0.96400E+03, 1
0.15871E+04, -0.37738E+02, -0.99682E+03, 1
0.15899E+04, -0.42933E+02, -0.10573E+04, 1
0.15056E+04, 0.48599E+03, -0.10919E+04, 1
0.14396E+04, 0.22754E+03, -0.96256E+03, 1
0.15854E+04, -0.41623E+02, -0.98151E+03, 1
0.14203E+04, 0.27284E+03, -0.96040E+03, 1
0.15074E+04, 0.48432E+03, -0.98830E+03, 1
0.15783E+04, -0.25408E+02, -0.96239E+03, 1
0.15430E+04, 0.51750E+02, -0.96435E+03, 1
0.14339E+04, 0.42327E+03, -0.96080E+03, 1
0.14934E+04, 0.13932E+03, -0.95986E+03, 1
0.15315E+04, 0.67933E+02, -0.96551E+03, 1
0.14605E+04, 0.18987E+03, -0.96282E+03, 1
0.14653E+04, 0.37758E+03, -0.96273E+03, 1
0.14530E+04, 0.39651E+03, -0.96549E+03, 1
0.14392E+04, 0.41771E+03, -0.96324E+03, 1
0.14593E+04, 0.39332E+03, -0.96400E+03, 1
0.15910E+04, -0.40180E+02, -0.10486E+04, 1
0.15221E+04, 0.80710E+02, -0.96460E+03, 1
0.14878E+04, 0.14106E+03, -0.96345E+03, 1
0.14739E+04, 0.37193E+03, -0.96545E+03, 1
0.15041E+04, 0.11525E+03, -0.95970E+03, 1
0.14962E+04, 0.12919E+03, -0.96524E+03, 1
0.14588E+04, 0.20461E+03, -0.96381E+03, 1
0.14752E+04, 0.37232E+03, -0.96516E+03, 1
0.15899E+04, -0.38155E+02, -0.96385E+03, 1
0.15083E+04, 0.49023E+03, -0.11444E+04, 1
0.14616E+04, 0.33385E+03, -0.96545E+03, 1
0.15730E+04, -0.80223E+00, -0.96247E+03, 1
0.14829E+04, 0.36299E+03, -0.95976E+03, 1
0.15315E+04, 0.63761E+02, -0.96032E+03, 1
0.14580E+04, 0.39435E+03, -0.96449E+03, 1
0.14464E+04, 0.21601E+03, -0.96385E+03, 1
0.15853E+04, -0.39544E+02, -0.10295E+04, 1
0.15804E+04, -0.19937E+02, -0.95982E+03, 1
0.14624E+04, 0.19487E+03, -0.96524E+03, 1
0.15788E+04, -0.13188E+02, -0.96409E+03, 1
0.15037E+04, 0.11358E+03, -0.96445E+03, 1
0.15895E+04, -0.37869E+02, -0.10426E+04, 1
0.14321E+04, 0.25191E+03, -0.96063E+03, 1
0.14984E+04, 0.12158E+03, -0.96278E+03, 1
0.15073E+04, 0.48988E+03, -0.10070E+04, 1
0.15088E+04, 0.49000E+03, -0.10516E+04, 1
0.14700E+04, 0.17456E+03, -0.96033E+03, 1
0.15293E+04, 0.70037E+02, -0.95969E+03, 1
0.15334E+04, 0.61102E+02, -0.96493E+03, 1
0.14605E+04, 0.44588E+03, -0.95970E+03, 1
0.15865E+04, -0.38026E+02, -0.98849E+03, 1
0.15067E+04, 0.48796E+03, -0.96011E+03, 1
0.15514E+04, 0.33659E+02, -0.95961E+03, 1
0.15138E+04, 0.97695E+02, -0.96524E+03, 1
0.15078E+04, 0.48999E+03, -0.10377E+04, 1
0.15450E+04, 0.45057E+02, -0.95966E+03, 1
0.15108E+04, 0.48540E+03, -0.10488E+04, 1
0.14698E+04, 0.33744E+03, -0.96216E+03, 1
0.15910E+04, -0.41044E+02, -0.10577E+04, 1
0.14694E+04, 0.17565E+03, -0.96464E+03, 1
0.15078E+04, 0.49001E+03, -0.99073E+03, 1
0.15780E+04, -0.10405E+02, -0.96357E+03, 1
0.15062E+04, 0.49118E+03, -0.11469E+04, 1
0.15719E+04, -0.10466E+02, -0.96388E+03, 1
0.15854E+04, -0.41015E+02, -0.96379E+03, 1
0.15109E+04, 0.48552E+03, -0.10746E+04, 1
0.15132E+04, 0.94772E+02, -0.96270E+03, 1
0.14673E+04, 0.45535E+03, -0.96456E+03, 1
0.14298E+04, 0.41991E+03, -0.96230E+03, 1
0.15863E+04, -0.38175E+02, -0.10248E+04, 1
0.14495E+04, 0.21728E+03, -0.96536E+03, 1
0.14659E+04, 0.19103E+03, -0.96442E+03, 1
0.15900E+04, -0.38164E+02, -0.10592E+04, 1
0.14238E+04, 0.26639E+03, -0.96464E+03, 1
0.14704E+04, 0.45425E+03, -0.96540E+03, 1
0.14962E+04, 0.49717E+03, -0.11507E+04, 1
0.14116E+04, 0.27923E+03, -0.96421E+03, 1
0.14993E+04, 0.12740E+03, -0.95965E+03, 1
0.15503E+04, 0.34221E+02, -0.95950E+03, 1
0.15043E+04, 0.11316E+03, -0.96026E+03, 1
0.15889E+04, -0.43333E+02, -0.10524E+04, 1
0.15589E+04, 0.16009E+02, -0.95975E+03, 1
0.15113E+04, 0.48772E+03, -0.97262E+03, 1
0.15861E+04, -0.38394E+02, -0.10332E+04, 1
0.14171E+04, 0.26844E+03, -0.96182E+03, 1
0.14395E+04, 0.43311E+03, -0.96210E+03, 1
0.14576E+04, 0.33446E+03, -0.96379E+03, 1
0.15055E+04, 0.48758E+03, -0.97987E+03, 1
0.15714E+04, 0.13793E+01, -0.96391E+03, 1
0.14777E+04, 0.46514E+03, -0.96210E+03, 1
0.14681E+04, 0.18753E+03, -0.96410E+03, 1
0.15079E+04, 0.48416E+03, -0.10128E+04, 1
0.15872E+04, -0.37695E+02, -0.10569E+04, 1
0.14959E+04, 0.47285E+03, -0.96330E+03, 1
0.14950E+04, 0.47961E+03, -0.96345E+03, 1
0.15824E+04, -0.22261E+02, -0.96036E+03, 1
0.15105E+04, 0.48917E+03, -0.99874E+03, 1
0.15867E+04, -0.37945E+02, -0.10039E+04, 1
0.15880E+04, -0.37583E+02, -0.10121E+04, 1
0.14086E+04, 0.28712E+03, -0.96521E+03, 1
0.14526E+04, 0.21048E+03, -0.95953E+03, 1
0.15363E+04, 0.65160E+02, -0.96298E+03, 1
0.14459E+04, 0.22022E+03, -0.96524E+03, 1
0.15881E+04, -0.43489E+02, -0.10499E+04, 1
0.14302E+04, 0.24776E+03, -0.95984E+03, 1
0.14574E+04, 0.39570E+03, -0.96130E+03, 1
0.15908E+04, -0.41582E+02, -0.10454E+04, 1
0.15068E+04, 0.48959E+03, -0.10231E+04, 1
0.14466E+04, 0.43198E+03, -0.96098E+03, 1
0.14966E+04, 0.13518E+03, -0.96463E+03, 1
0.14801E+04, 0.16587E+03, -0.96087E+03, 1
0.15863E+04, -0.38221E+02, -0.98450E+03, 1
0.14603E+04, 0.38667E+03, -0.95964E+03, 1
0.15112E+04, 0.48798E+03, -0.10266E+04, 1
0.15910E+04, -0.40172E+02, -0.97590E+03, 1
0.14588E+04, 0.32903E+03, -0.96058E+03, 1
0.14129E+04, 0.28209E+03, -0.96546E+03, 1
0.14687E+04, 0.17527E+03, -0.96159E+03, 1
0.15861E+04, -0.38268E+02, -0.10129E+04, 1
0.15032E+04, 0.49414E+03, -0.11539E+04, 1
0.14541E+04, 0.32412E+03, -0.96260E+03, 1
0.15054E+04, 0.48740E+03, -0.96796E+03, 1
0.14751E+04, 0.46188E+03, -0.96041E+03, 1
0.15113E+04, 0.48682E+03, -0.11018E+04, 1
0.15303E+04, 0.63990E+02, -0.96251E+03, 1
0.14794E+04, 0.35059E+03, -0.95971E+03, 1
0.15104E+04, 0.48489E+03, -0.10828E+04, 1
